,text,favorite counts,retweet counts
219,正直大きな話題だから体験談とかまで含めて無目的で読んで発見したの、軽く調べて思い出せるだけでも・令和元年警察白書・毒青酸カリからギンナンまで・ふたつのオリンピック東京1964/2020・秘書綺譚～ブラックウッド幻想怪奇傑作集～の4冊ぐらいは挙げられる。,0,0
220,何故か今が1番厳しいな？何故1年前にせんのやみたいな。で、オリンピックがなんだって？,0,0
221,福島第一原子力発電所の格納容器の水位で余裕が残り30cmの炉もあり一日1cm低下といった状況で、コロナを収束させてオリンピック開催どころではなく、首都圏も含めた緊急避難計画も策定しておくことが、中期的に福島沖から千葉沖でのでの巨大地震もあり得る中で必要ではないでしょうか？,0,0
222,みんなからの匿名質問を募集中！こんな質問に答えてるよ●思い出せる限りで、一番古い記…●得意なモノマネを披露してくださ…●来年のオリンピックに出してあげ…●自分は運の良いほうだと思う？悪…,0,0
223,オリンピックはもうやらない菅安倍麻生二階竹中もういらないコロナ収束に集中しろ,4,4
224,なんか日本は衰退云々言う人がいるけれど、まあ少子化なのでそうなんだけれど、加速したのは東日本大震災だと思うけどね。誰も言わんけど😌東京オリンピック中止でも再加速すると思うけどよく考えたらココ10年であのクラスの震災+原発問題、オリンピック延期って世界的にみてもヤバいな,1,0
225,,0,0
226,オリンピックやるやらない論はそりゃあやらないがコロナ拡大だけを見ると最善なんだろうけど何もコロナ感染云々だけの問題じゃないからね今の報道の仕方だと、そこを言うならそも今外出を避けろよってなるし、延長に対する抗議にもじゃあ粛々と自粛してたんか？？という疑問しか抱けない,0,0
227,オリンピック期間から3週間会社休みにしてほしい！,0,0
228,それもそうかもだけど、そもそも土地の割に人が多すぎるのが、一番の問題なんじゃないかな？次の問題は、形だけでも努力義務をしていないと、オリンピック・パラリンピックが延期になった時に、責任を全部負う（=訴訟などで賠償金すごくなる）からかと。,0,0
229,オリンピックでもテストステロンは関連していて選手村ではコン〇ームが何十万単位で配られていますアスリート選手は男女ともに性欲が溜まりやすく選手同士で性〇為に発展しやすいと言われていてウサイン・ボルトの部屋の前に女性アスリートの長蛇の列ができた話は有名です,1,0
230,家庭内で1人でも熱が出るだけで保育園も仕事も休みになります。貯金は減るし信用は失いそうです。Gotoやオリンピックのミスばかり重ねてないで早く国民に給付金という名の慰謝料支払ってください。,1,2
231,オリンピックが出来なかったら小池さんは本当にダメだなぁと思うけどな,0,0
232,HELLO2020JETANAの特別塗装機。2020年のオリンピック・パラリンピック終了まで運行され、様々な種目や日本の風景が描かれている。特別にデザインされたヘッドレストカバー、乗務員のエプロンも特別デザインを使用。,3,0
233,,0,0
234,とりあえずメトラじゃなくて本当に嬉しいさすがヒプステ分かってる,0,0
235,「私は決心している。ワクチン接種を受けたくない」ヨハン・ブレイク東京オリンピック欠場を選択⇒,0,0
236,,0,0
237,「平成26年7月からは警察を管理する山口県公安委員会の委員を現在まで3期務めているほか、東京オリンピック・パラリンピック組織委員会の顧問も務めてい」るひとが通帳偽造か！！日本はどうなっちゃったんだ。,51,34
238,オリンピックやってもいかないけどw,0,0
239,,1,0
240,,1,0
241,1996年アトランタオリンピック女子1500m決勝,0,0
242,札幌は平日かぁー遠征行けるんかなー…怖いなぁオリンピックとかでホテルとかどうなるんだろ？,0,0
243,伊吹文明元議長が激怒！「老害という単語は差別用語だ」これは東京オリンピック・パラリンピック大会組織委員会の森喜朗前会長が辞任した問題で、森氏を「老害」と批判する声が飛び交っていることへの批判です。,0,0
244,,0,0
245,,0,0
246,変異株オリンピック、始まるのか？😞,2,0
247,なんとも。。。いま現代も変わらぬ。税金を吸い上げておきながらまるで我が物のように支出する。オリンピックに使った１兆６千億円なんて容易いお金だとおもっているのであろうな。,0,0
248,あ……大阪の宿高いのでは……？と思ったけど、オリンピック後だから値崩れしてないかな………,0,0
249,,1,0
250,,0,0
251,冬季オリンピックの日本代表選手の1人と同じ誕生日www,1,0
252,いろいろ妨害入って、まだ工事終わらないんじゃん?だって、オリンピック辞めますって言わないでしょ。,1,0
253,たまには遊びましょー‼️RISEは笛が楽しいです。😊,1,0
254,ありがとう！うんやれるだけやる！今はほんとに我慢で精神的にめっちゃしんどいけど元々歩いて完走でもいいやんて始めたことを思い出した(笑)オリンピックがかかってるわけじゃない🤣💦自分の範疇で名古屋ウィメンズを楽しむよ！次に繋がるっていいなー😊ありがとー,0,0
255,東京オリンピック中止となる話が外枠から来たのか。何だか混沌としていますね。,0,0
256,オリンピック楽しみ♪水泳の池江選手に期待してる！！柔道も楽しみだし、テニスの大坂なおみ選手の活躍を見てみたい(*ﾟ▽ﾟ*)なんとか開催されますように！皆さんも気になる競技や選手はありませんか？？このツイートを見られた方は是非、オリンピックへの楽しみをツイートしてみて下さいね,1,0
257,懸賞金100億ぐらいで習近平暗殺計画立てれば一般人の誰か殺ってくれそう。オリンピックより安い。お得。,0,0
